,tmpf,relh,sknt,alti,vsby,skyl1
16355,66.2,88.18,8.0,30.09,2.49,900.0
38248,82.4,32.46,11.0,29.88,3.73,3500.0
10542,69.8,94.01,0.0,30.03,6.21,2000.0
7087,75.2,69.14,3.0,29.91,6.21,3300.0
17165,84.2,51.47,6.0,29.94,6.21,3000.0
3842,51.8,93.55,0.0,30.15,4.35,3000.0
39154,64.4,88.09,5.0,30.09,4.35,800.0
488,71.6,94.06,2.0,30.09,3.73,1200.0
24469,84.2,45.34,3.0,30.0,6.21,3500.0
36077,60.8,87.92,5.0,30.15,6.21,3000.0
15999,68.0,82.86,5.0,30.0,6.21,3000.0
18651,87.8,55.29,5.0,29.91,6.21,3000.0
7006,59.0,82.25,3.0,30.12,6.21,1500.0
28493,75.2,53.55,5.0,30.06,6.21,3000.0
36918,75.2,50.17,13.0,30.0,4.97,4000.0
38651,71.6,68.75,11.0,30.12,6.21,1200.0
39210,82.4,45.07,4.0,29.91,6.21,3000.0
21167,57.2,87.74,2.0,30.24,6.21,3000.0
2710,64.4,88.09,4.0,30.09,6.21,2000.0
17055,75.2,88.59,6.0,30.09,6.21,3000.0
3264,64.4,82.62,6.0,30.12,4.35,1500.0
10604,87.8,51.98,2.0,29.94,6.21,4000.0
37054,77.0,41.42,6.0,30.06,6.21,3000.0
14113,62.6,82.5,4.0,30.39,6.21,2000.0
4464,64.4,93.88,9.0,30.3,6.21,2500.0
19761,66.2,93.92,2.0,30.06,4.97,400.0
33324,69.8,88.34,2.0,29.97,6.21,800.0
39385,69.8,64.26,7.0,29.97,6.21,1700.0
25985,82.4,58.08,16.0,30.0,6.21,4000.0
29219,80.6,32.18,2.0,30.09,6.21,4000.0
36985,59.0,76.98,7.0,30.24,6.21,2500.0
14007,51.8,87.47,2.0,30.21,6.21,3000.0
3860,62.6,88.0,3.0,30.12,6.21,3000.0
3682,64.4,88.09,0.0,30.06,6.21,3000.0
19561,69.8,82.98,9.0,30.0,6.21,4000.0
25245,64.4,77.45,10.0,30.0,6.21,3000.0
25913,73.4,73.44,2.0,29.94,6.21,1000.0
12497,66.2,82.74,2.0,30.12,6.21,3000.0
39317,60.8,87.92,10.0,30.09,3.11,600.0
12597,59.0,87.83,4.0,30.24,6.21,2000.0
8444,68.0,93.97,4.0,29.97,4.97,3000.0
25669,86.0,51.72,3.0,29.97,6.21,3000.0
33252,82.4,58.08,2.0,29.94,6.21,2000.0
18697,77.0,69.33,5.0,29.91,6.21,3500.0
12969,78.8,41.69,3.0,30.0,6.21,2500.0
27523,68.0,88.26,7.0,30.06,2.49,1100.0
30802,82.4,24.72,3.0,30.03,6.21,3000.0
27437,68.0,93.97,4.0,30.0,6.21,500.0
21939,51.8,87.47,1.0,30.18,4.35,1500.0
1718,71.6,88.43,3.0,30.06,6.21,1300.0
11150,75.2,69.14,6.0,30.3,6.21,2500.0
26499,71.6,94.06,2.0,30.03,2.49,1000.0
28649,78.8,41.69,5.0,30.03,6.21,3000.0
38080,75.2,46.98,3.0,30.12,6.21,3000.0
27865,68.0,88.26,6.0,30.12,6.21,3000.0
240,73.4,100.0,3.0,29.91,6.21,2500.0
17705,69.8,100.0,2.0,30.03,6.21,3000.0
28117,75.2,53.55,5.0,30.15,6.21,3000.0
17349,69.8,94.01,3.0,29.94,2.49,1000.0
32814,87.8,35.53,10.0,30.0,6.21,4000.0
10714,69.8,94.01,3.0,30.12,6.21,1000.0
18253,62.6,93.83,0.0,30.0,4.97,1500.0
21605,64.4,93.88,2.0,30.09,4.97,2000.0
8677,71.6,83.09,0.0,29.85,3.73,1200.0
34930,66.2,93.92,0.0,30.03,0.75,300.0
5206,59.0,76.98,5.0,30.03,6.21,3000.0
26123,84.2,54.8,5.0,29.88,6.21,3000.0
27867,68.0,82.86,3.0,30.06,6.21,2300.0
21209,75.2,46.98,2.0,30.18,6.21,3000.0
23257,64.4,93.88,3.0,30.15,1.86,500.0
13565,69.8,64.26,4.0,30.36,6.21,2500.0
11274,75.2,46.98,4.0,30.06,6.21,3000.0
3236,60.8,82.37,2.0,30.09,6.21,1500.0
36351,60.8,63.15,8.0,30.09,6.21,3000.0
39332,64.4,67.95,9.0,30.09,6.21,2500.0
7652,68.0,93.97,2.0,29.94,3.73,1200.0
28585,68.0,68.35,4.0,30.27,6.21,2000.0
34556,68.0,93.97,5.0,29.97,3.11,1500.0
21139,71.6,56.63,2.0,30.12,6.21,3000.0
20365,80.6,61.58,0.0,30.12,6.21,4000.0
3548,66.2,88.18,2.0,30.18,3.11,2000.0
31390,89.6,24.11,4.0,30.09,6.21,4500.0
38466,82.4,45.07,12.0,30.0,6.21,3500.0
4970,59.0,93.74,3.0,30.36,6.21,1000.0
31862,71.6,78.04,7.0,30.06,6.21,3000.0
13507,57.2,93.69,0.0,30.27,6.21,2000.0
31489,95.0,13.46,7.0,29.88,6.21,3000.0
24429,66.2,82.74,6.0,29.97,6.21,4000.0
15917,68.0,88.26,2.0,30.06,6.21,3000.0
25851,68.0,88.26,2.0,29.91,6.21,1500.0
28769,60.8,87.92,2.0,30.24,6.21,3000.0
12773,71.6,64.48,0.0,30.21,6.21,3000.0
33268,68.0,93.97,2.0,29.91,2.17,700.0
16547,73.4,68.94,7.0,30.06,6.21,3000.0
15153,69.8,82.98,3.0,30.0,6.21,3000.0
19621,86.0,58.55,5.0,29.94,6.21,3000.0
12366,64.4,77.45,3.0,30.12,3.73,1300.0
22981,59.0,87.83,4.0,30.24,4.97,600.0
7220,57.2,82.12,8.0,30.15,6.21,2500.0
12607,64.4,77.45,3.0,30.27,6.21,1700.0
9294,71.6,78.04,8.0,29.97,6.21,2000.0
30326,69.8,68.55,7.0,30.27,4.35,1000.0
33054,68.0,93.97,3.0,30.0,3.73,900.0
12489,78.8,61.36,4.0,30.06,6.21,2500.0
35409,59.0,93.74,0.0,30.21,6.21,1200.0
36879,69.8,49.37,4.0,30.18,6.21,3000.0
39609,78.8,50.69,4.0,29.91,6.21,3500.0
20565,32.0,73.91634902609485,6.0,30.06,3.73,1000.0
25575,84.2,48.32,5.0,29.91,6.21,4500.0
11530,80.6,50.95,2.0,30.15,6.21,3000.0
16335,84.2,51.47,4.0,29.88,6.21,4800.0
27037,84.2,51.47,6.0,29.97,6.21,4000.0
6198,86.0,28.9,8.0,30.12,5.59,3000.0
3838,53.6,93.6,0.0,30.15,4.97,3000.0
13795,60.8,93.79,5.0,30.03,3.73,700.0
15377,75.2,88.59,5.0,30.03,6.21,500.0
16375,64.4,77.45,11.0,30.12,6.21,2300.0
39499,60.8,93.79,4.0,30.24,4.35,2000.0
11770,80.6,44.8,3.0,30.06,6.21,3000.0
38595,84.2,42.52,11.0,30.03,6.21,4000.0
34640,69.8,82.98,4.0,30.0,6.21,900.0
36167,64.4,77.45,3.0,30.18,3.73,1500.0
10274,69.8,88.34,9.0,29.97,6.21,3000.0
10282,68.0,88.26,3.0,29.94,4.97,1300.0
27277,86.0,48.58,5.0,30.03,6.21,4000.0
30100,69.8,64.26,4.0,30.12,6.21,4000.0
9272,69.8,88.34,6.0,30.0,6.21,1500.0
13649,64.4,67.95,1.0,30.12,6.21,3000.0
33532,69.8,88.34,2.0,30.06,4.35,2000.0
31523,80.6,54.3,2.0,30.0,2.49,3000.0
22989,60.8,72.2,3.0,30.21,6.21,4000.0
4276,64.4,72.56,0.0,30.21,6.21,2000.0
16331,84.2,48.32,7.0,29.97,6.21,3500.0
17465,68.0,100.0,2.0,30.03,6.21,1700.0
26057,86.0,45.61,16.0,29.91,6.21,4500.0
113,87.8,48.84,3.0,30.03,6.21,4000.0
34080,91.4,36.08,9.0,29.91,6.21,4500.0
624,80.6,94.27,3.0,30.03,6.21,3000.0
35367,62.6,93.83,4.0,30.09,4.97,2000.0
28387,68.0,82.86,5.0,30.06,6.21,2000.0
27167,68.0,82.86,4.0,30.09,6.21,3000.0
8893,68.0,93.97,0.0,30.12,6.21,1200.0
38760,73.4,68.94,1.0,29.97,4.35,4000.0
24819,68.0,88.26,2.0,29.91,4.97,1300.0
20987,69.8,82.98,2.0,30.06,6.21,2000.0
20937,64.4,93.88,2.0,30.09,1.86,500.0
10510,73.4,88.51,4.0,29.85,6.21,4000.0
21007,66.2,93.92,3.0,30.0,4.97,600.0
32600,77.0,61.13,2.0,29.97,6.21,2500.0
28279,69.8,82.98,6.0,30.09,6.21,3000.0
20351,73.4,83.21,5.0,30.12,6.21,2000.0
38164,59.0,67.33,3.0,30.09,6.21,3000.0
37748,42.8,100.0,2.0,30.42,2.49,1600.0
33850,87.8,48.84,5.0,29.88,6.21,4000.0
12783,62.6,77.29,2.0,30.18,6.21,3000.0
13993,57.2,76.82,3.0,30.27,4.35,2300.0
27463,69.8,94.01,4.0,29.88,2.49,400.0
7828,69.8,88.34,3.0,30.03,6.21,900.0
39932,62.6,82.5,9.0,30.12,6.21,2000.0
25813,82.4,58.08,4.0,30.06,6.21,2500.0
22659,60.8,82.37,3.0,30.18,6.21,3000.0
20353,69.8,88.34,2.0,30.12,6.21,2000.0
34146,68.0,93.97,2.0,30.03,1.86,600.0
8404,73.4,78.19,4.0,29.94,6.21,1300.0
1358,82.4,61.81,5.0,30.0,6.21,3000.0
6558,59.0,76.98,2.0,30.12,4.97,1500.0
36687,64.4,82.62,3.0,30.18,6.21,1400.0
16975,87.8,45.88,4.0,30.06,6.21,3000.0
19853,68.0,100.0,1.0,30.06,6.21,600.0
25325,62.6,82.5,1.0,30.0,4.97,1300.0
23305,57.2,93.69,4.0,30.39,6.21,2500.0
12210,60.8,87.92,8.0,30.27,6.21,3000.0
12507,66.2,88.18,2.0,30.12,3.11,2000.0
30398,57.2,87.74,0.0,30.15,6.21,3000.0
14731,59.0,87.83,6.0,30.15,6.21,2000.0
34324,80.6,61.58,1.0,29.97,6.21,3500.0
12539,78.8,61.36,0.0,30.03,6.21,4000.0
36730,66.2,82.74,4.0,30.12,3.11,1300.0
24499,75.2,57.12,17.0,29.97,6.21,4000.0
24061,73.4,68.94,4.0,30.06,6.21,2000.0
7664,73.4,78.19,6.0,29.97,6.21,1900.0
12569,69.8,82.98,5.0,30.15,6.21,2500.0
8629,68.0,93.97,3.0,29.85,3.11,2000.0
11168,64.4,93.88,8.0,30.21,1.86,600.0
28807,60.8,77.14,2.0,30.12,6.21,3000.0
15913,71.6,83.09,23.0,30.03,3.73,1500.0
8356,84.2,54.8,4.0,30.09,6.21,4000.0
38667,69.8,68.55,8.0,30.3,6.21,1500.0
33078,71.6,83.09,3.0,30.0,5.59,800.0
14117,71.6,56.63,5.0,30.3,6.21,3000.0
9814,71.6,88.43,2.0,29.97,3.73,1000.0
37303,51.8,93.55,0.0,30.21,6.21,3000.0
20671,60.8,100.0,0.0,30.09,3.73,1000.0
9738,69.8,88.34,3.0,30.21,3.73,600.0
9304,69.8,88.34,3.0,29.94,5.59,1200.0
19131,75.2,94.14,6.0,30.0,6.21,1700.0
35480,73.4,73.44,7.0,30.03,6.21,2500.0
20449,64.4,88.09,0.0,30.09,6.21,2300.0
13913,64.4,93.88,4.0,30.18,6.21,3000.0
16065,66.2,93.92,3.0,30.0,6.21,2300.0
19073,77.0,73.78,5.0,30.03,6.21,3000.0
13929,80.6,47.79,6.0,29.91,6.21,4000.0
13793,60.8,87.92,4.0,30.03,3.11,700.0
26133,71.6,88.43,5.0,29.85,2.49,2000.0
31598,62.6,82.5,4.0,30.3,6.21,1500.0
9376,64.4,93.88,4.0,29.91,2.8,300.0
24377,71.6,60.44,7.0,29.97,6.21,2700.0
14023,73.4,46.71,4.0,30.09,6.21,3000.0
2530,69.8,88.34,1.0,30.06,2.49,4000.0
22971,59.0,76.98,6.0,30.24,6.21,2000.0
30540,66.2,68.15,7.0,30.21,6.21,2300.0
38630,93.2,16.37,8.0,29.94,4.97,3000.0
20111,71.6,83.09,2.0,30.15,6.21,4000.0
9746,75.2,78.34,7.0,30.15,6.21,2500.0
17191,69.8,94.01,14.0,29.97,2.49,2000.0
16885,75.2,69.14,14.0,30.12,6.21,3000.0
34958,84.2,54.8,4.0,29.85,6.21,4000.0
20383,62.6,93.83,0.0,30.0,2.49,1000.0
8755,75.2,64.91,7.0,30.03,6.21,2000.0
34344,77.0,73.78,2.0,29.91,6.21,1400.0
20745,55.4,100.0,0.0,29.979231072460635,0.19,200.0
33302,71.6,83.09,3.0,29.97,6.21,4000.0
29009,77.0,29.51,3.0,30.12,6.21,3000.0
14509,68.0,77.75,7.0,29.94,6.21,3000.0
28891,71.6,53.03,4.0,30.09,6.21,3000.0
6864,66.2,77.6,4.0,30.12,6.21,3000.0
20061,73.4,78.19,2.0,30.12,6.21,2000.0
39845,82.4,28.36,7.0,30.03,6.21,4500.0
9982,80.6,57.84,7.0,30.03,6.21,3000.0
9118,82.4,61.81,3.0,30.06,6.21,2000.0
34236,68.0,77.75,5.0,30.03,6.21,1500.0
24707,82.4,51.21,5.0,29.94,6.21,3000.0
4122,59.0,93.74,2.0,30.3,6.21,900.0
12024,51.8,93.55,0.0,30.09,4.97,2000.0
30920,68.0,77.75,3.0,29.94,3.11,3000.0
26943,82.4,61.81,3.0,30.0,6.21,3000.0
9648,89.6,73.91634902609485,5.0,29.91,6.21,4000.0
21863,50.0,87.37,2.0,30.36,6.21,4000.0
7300,68.0,82.86,8.0,30.0,6.21,1200.0
35777,69.8,68.55,5.0,29.97,6.21,3000.0
30244,62.6,88.0,4.0,30.15,4.97,3000.0
12008,66.2,45.6,4.0,30.09,6.21,3000.0
19751,68.0,88.26,4.0,30.09,6.21,3000.0
36931,55.4,93.65,0.0,30.18,4.35,1500.0
25557,68.0,72.92,10.0,29.97,6.21,4000.0
30348,78.8,34.13,2.0,30.18,6.21,3500.0
16381,68.0,72.92,12.0,30.09,6.21,1100.0
833,69.8,94.01,2.0,29.97,6.21,2500.0
793,78.8,88.75,7.0,29.97,6.21,2200.0
17435,71.6,94.06,4.0,30.06,4.97,3000.0
14563,51.8,93.55,3.0,30.12,3.73,900.0
20719,55.4,93.65,0.0,30.0,1.24,600.0
36141,59.0,82.25,2.0,30.24,6.21,2000.0
27575,66.2,88.18,3.0,30.15,4.97,2600.0
13907,71.6,68.75,2.0,30.12,6.21,3000.0
13971,69.8,35.09,7.0,30.12,6.21,3000.0
8344,66.2,88.18,2.0,30.15,6.21,2300.0
39641,69.8,68.55,2.0,29.97,6.21,1800.0
27131,68.0,82.86,2.0,30.09,2.49,1000.0
16861,75.2,53.55,1.0,30.18,6.21,2500.0
4412,69.8,52.77,5.0,30.33,6.21,1700.0
2056,77.0,57.36,5.0,30.09,6.21,2500.0
10278,69.8,88.34,2.0,29.97,6.21,1700.0
38746,86.0,37.62,6.0,29.97,6.21,3000.0
19,91.4,29.72,12.0,29.91,6.21,4500.0
20303,73.4,78.19,4.0,30.06,6.21,3000.0
36576,55.4,93.65,0.0,30.24,0.25,800.0
9638,69.8,73.91634902609485,3.0,29.97,3.11,200.0
33314,93.2,38.73,4.0,29.85,6.21,4000.0
11456,73.4,73.44,5.0,30.21,6.21,1700.0
25385,78.8,61.36,8.0,29.88,6.21,3000.0
3188,62.6,93.83,0.0,29.91,4.97,1500.0
34652,75.2,78.34,9.0,29.94,6.21,3000.0
5584,60.8,77.14,5.0,30.21,6.21,3000.0
26463,87.8,48.84,4.0,29.94,6.21,3500.0
10670,78.8,69.52,2.0,30.09,6.21,4500.0
14655,55.4,87.65,3.0,30.15,3.73,1500.0
29705,60.8,87.92,4.0,30.36,4.35,1100.0
12114,59.0,87.83,5.0,30.24,5.59,3000.0
9700,69.8,88.34,10.0,30.15,1.24,700.0
9958,78.8,61.36,10.0,30.03,6.21,4000.0
1104,75.2,73.61,8.0,30.15,6.21,3000.0
14997,71.6,73.27,5.0,30.06,4.97,1100.0
38478,68.0,72.92,6.0,30.09,6.21,1300.0
7466,57.2,93.69,0.0,29.83,0.06,100.0
27349,75.2,78.34,5.0,30.0,6.21,1100.0
18705,73.4,94.1,2.0,29.97,4.35,3000.0
1360,78.8,65.33,4.0,29.97,6.21,3000.0
22077,55.4,66.91,5.0,30.24,4.97,3000.0
21981,62.6,67.75,0.0,30.09,6.21,3000.0
2732,73.4,73.44,6.0,29.97,6.21,3000.0
26677,73.4,73.44,7.0,29.8,6.21,2000.0
14259,80.6,41.97,4.0,30.09,6.21,3000.0
17355,86.0,51.72,6.0,29.94,6.21,4000.0
38393,69.8,60.21,13.0,30.06,6.21,4000.0
6686,93.2,29.99,4.0,29.91,6.21,3500.0
16137,64.4,93.88,2.0,30.0,6.21,900.0
23689,66.2,82.74,2.0,30.15,6.21,1300.0
19207,77.0,94.19,2.0,29.94,6.21,4000.0
11320,80.6,41.97,6.0,30.03,6.21,4000.0
35320,62.6,88.0,1.0,30.12,6.21,1000.0
12410,62.6,93.83,3.0,30.06,1.24,400.0
31555,64.4,82.62,3.0,30.09,6.21,3000.0
23439,89.6,29.45,5.0,30.0,6.21,3000.0
27717,68.0,72.92,6.0,30.03,6.21,1700.0
22037,51.8,93.55,3.0,30.03,6.21,3000.0
9850,71.6,83.09,4.0,29.88,6.21,2000.0
3730,62.6,93.83,4.0,30.06,1.55,200.0
25975,66.2,88.18,2.0,30.06,6.21,700.0
40391,78.8,69.52,4.0,29.85,4.97,3000.0
4236,60.8,87.92,3.0,30.27,6.21,3000.0
33070,71.6,83.09,4.0,29.97,6.21,4000.0
26887,69.8,94.01,2.0,30.0,3.11,700.0
10088,71.6,94.06,2.0,30.03,4.97,1500.0
34660,66.2,93.92,0.0,29.97,4.97,1000.0
1672,75.2,83.32,4.0,30.03,2.49,600.0
3088,62.6,88.0,3.0,30.15,6.21,2500.0
2454,59.0,93.74,0.0,30.12,4.97,800.0
1034,78.8,65.33,5.0,29.94,6.21,3000.0
29397,55.4,81.99,2.0,30.12,6.21,3000.0
20407,64.4,93.88,3.0,30.12,4.97,1100.0
13091,78.8,41.69,2.0,30.12,6.21,2500.0
39181,64.4,88.09,12.0,30.0,1.86,2000.0
20331,66.2,93.92,0.0,30.12,6.21,3000.0
19183,71.6,100.0,3.0,30.0,6.21,1500.0
26263,68.0,93.97,0.0,29.94,4.97,3000.0
7446,68.0,88.26,6.0,29.83,3.11,1200.0
39815,69.8,60.21,20.0,30.0,6.21,4500.0
9526,78.8,61.36,4.0,29.88,6.21,3000.0
23459,75.2,57.12,3.0,30.06,4.97,3000.0
31002,53.6,87.56,4.0,30.33,6.21,2300.0
10632,78.8,73.95,7.0,29.97,6.21,4000.0
38857,60.8,93.79,3.0,30.06,4.97,3000.0
13207,57.2,76.82,7.0,30.21,6.21,1500.0
3646,69.8,64.26,7.0,30.18,6.21,2500.0
6308,73.4,64.69,6.0,30.21,6.21,2500.0
2674,69.8,68.55,10.0,30.21,6.21,2500.0
8653,68.0,88.26,2.0,29.91,6.21,2000.0
15019,62.6,88.0,2.0,30.0,6.21,3000.0
17413,73.4,94.1,2.0,30.03,6.21,2000.0
39647,82.4,48.05,8.0,29.88,6.21,3000.0
19191,71.6,100.0,0.0,29.94,4.97,800.0
27645,66.2,77.6,4.0,30.06,6.21,3000.0
35943,53.6,93.6,0.0,30.15,1.24,200.0
38347,75.2,38.46,7.0,30.24,6.21,4000.0
12657,71.6,64.48,1.0,30.3,6.21,3000.0
35186,89.6,38.18,3.0,29.91,6.21,4000.0
27959,71.6,78.04,3.0,30.09,6.21,2500.0
3110,62.6,82.5,6.0,30.18,6.21,1900.0
23017,59.0,82.25,8.0,30.36,6.21,3000.0
23063,60.8,82.37,9.0,30.27,6.21,3000.0
14143,71.6,60.44,10.0,30.21,6.21,4000.0
5104,60.8,82.37,4.0,30.21,6.21,1500.0
34710,73.4,83.21,8.0,29.91,4.97,3000.0
30768,78.8,24.19,5.0,30.06,6.21,3000.0
13493,68.0,72.92,7.0,30.27,6.21,1700.0
9722,73.4,78.19,5.0,30.12,6.21,2500.0
13633,59.0,82.25,2.0,30.18,4.97,3000.0
8689,86.0,48.58,7.0,29.77,6.21,3000.0
17879,84.2,65.95,4.0,30.12,4.97,3000.0
10698,86.0,51.72,6.0,30.03,6.21,4000.0
18727,71.6,88.43,4.0,30.0,6.21,2000.0
9488,68.0,82.86,5.0,30.0,6.21,2000.0
22379,62.6,82.5,2.0,30.3,3.73,3000.0
37254,69.8,46.16,3.0,30.15,6.21,4000.0
2150,69.8,68.55,3.0,30.21,6.21,2500.0
2360,68.0,93.97,0.0,30.06,6.21,1700.0
15333,69.8,77.9,3.0,30.06,6.21,2000.0
22291,71.6,64.48,14.0,30.18,6.21,3000.0
9011,68.0,93.97,0.0,30.03,6.21,1200.0
16701,64.4,93.88,1.0,29.83,4.97,1500.0
11002,68.0,88.26,2.0,30.12,4.97,1300.0
38560,64.4,100.0,2.0,30.09,1.24,800.0
34238,68.0,77.75,6.0,30.0,6.21,3000.0
5030,73.4,38.18,3.0,30.12,6.21,2000.0
8749,64.4,88.09,2.0,30.0,6.21,2000.0
8370,68.0,93.97,3.0,30.09,4.35,1300.0
40198,78.8,57.6,4.0,30.06,6.21,3000.0
33594,71.6,83.09,5.0,30.03,3.73,900.0
27877,84.2,39.86,5.0,30.09,6.21,3000.0
29055,57.2,87.74,2.0,30.06,6.21,3000.0
14403,71.6,64.48,2.0,30.27,6.21,2000.0
1422,68.0,93.97,1.0,29.88,6.21,2000.0
35550,68.0,68.35,4.0,30.12,6.21,2000.0
39700,71.6,60.44,14.0,29.94,6.21,4000.0
28413,68.0,59.97,2.0,30.09,6.21,2000.0
17605,73.4,88.51,4.0,30.06,6.21,4000.0
28825,64.4,77.45,1.0,30.15,6.21,3000.0
24319,68.0,88.26,5.0,30.03,4.97,1100.0
27199,68.0,88.26,5.0,30.0,4.97,800.0
5854,57.2,82.12,2.0,30.15,6.21,3000.0
29135,55.4,93.65,1.0,30.18,0.16,200.0
21067,60.8,67.54,4.0,30.3,6.21,2000.0
11318,78.8,50.69,5.0,30.09,6.21,4000.0
6906,73.4,64.69,8.0,30.03,6.21,3000.0
24117,64.4,88.09,9.0,30.12,6.21,2000.0
14745,62.6,77.29,11.0,30.18,6.21,3000.0
4312,59.0,82.25,3.0,30.42,6.21,2500.0
10238,71.6,83.09,4.0,29.97,5.59,1500.0
10176,77.0,83.44,3.0,29.85,6.21,2500.0
36011,68.0,68.35,17.0,30.15,6.21,2300.0
35048,84.2,51.47,4.0,30.09,6.21,4000.0
32132,69.8,77.9,5.0,30.09,6.21,3000.0
38573,82.4,42.25,5.0,30.09,6.21,3000.0
29085,75.2,57.12,7.0,30.03,6.21,4000.0
5960,86.0,22.02,5.0,30.06,6.21,3000.0
37976,59.0,82.25,4.0,30.24,6.21,3000.0
12006,59.0,67.33,3.0,30.12,6.21,3000.0
23345,82.4,48.05,3.0,29.7,6.21,3000.0
1482,69.8,94.01,4.0,30.06,6.21,2000.0
15205,62.6,100.0,0.0,30.03,4.97,1100.0
15117,69.8,88.34,3.0,30.09,5.59,2000.0
849,69.8,94.01,3.0,30.0,6.21,2500.0
22707,62.6,93.83,2.0,30.21,3.73,1500.0
11520,60.8,87.92,1.0,30.12,4.35,3000.0
34454,78.8,69.52,3.0,29.91,6.21,1800.0
6560,59.0,82.25,1.0,30.12,6.21,3000.0
17647,80.6,69.71,14.0,30.03,6.21,3000.0
859,69.8,73.91634902609485,2.0,29.97,3.73,700.0
22553,66.2,63.82,5.0,30.39,6.21,3000.0
19665,71.6,94.06,1.0,30.09,3.73,1000.0
30642,57.2,87.74,3.0,30.39,6.21,3000.0
32598,71.6,73.27,3.0,30.0,4.35,1100.0
4190,57.2,93.69,2.0,30.27,6.21,3000.0
24353,78.8,61.36,13.0,30.0,6.21,2500.0
6772,71.6,78.04,3.0,30.0,3.73,2000.0
11482,78.8,61.36,5.0,30.15,6.21,3000.0
21303,80.6,44.8,2.0,30.24,6.21,2500.0
34936,84.2,48.32,2.0,29.94,6.21,3500.0
7854,77.0,69.33,7.0,30.09,6.21,2000.0
26989,80.6,65.54,5.0,30.03,6.21,2300.0
11102,78.8,61.36,5.0,30.18,6.21,3000.0
16035,64.4,82.62,6.0,30.09,6.21,2600.0
10804,71.6,83.09,3.0,29.97,6.21,1700.0
5502,60.8,77.14,3.0,30.39,6.21,2500.0
10134,71.6,88.43,0.0,29.97,6.21,2000.0
8028,73.4,73.44,12.0,29.97,6.21,3000.0
4880,62.6,77.29,0.0,30.36,6.21,500.0
23907,64.4,77.45,5.0,30.06,6.21,1900.0
13697,60.8,93.79,10.0,30.09,6.21,900.0
36250,71.6,53.03,2.0,30.03,6.21,3000.0
1728,69.8,94.01,2.0,30.06,5.527848661404284,800.0
32730,64.4,72.56,2.0,30.06,6.21,2000.0
11786,62.6,82.5,0.0,29.94,2.49,1000.0
38682,62.6,82.5,7.0,30.24,6.21,1000.0
9252,71.6,88.43,0.0,29.94,3.73,1000.0
32764,62.6,82.5,6.0,30.15,6.21,3000.0
19111,71.6,94.06,3.0,30.03,6.21,3000.0
18445,66.2,88.18,2.0,30.03,3.73,2000.0
19677,71.6,94.06,5.0,30.0,4.97,4000.0
5004,75.2,33.57,0.0,30.27,6.21,3000.0
23875,66.2,68.15,14.0,30.0,6.21,3000.0
14811,75.2,60.9,8.0,29.91,6.21,4000.0
5724,75.2,43.97,3.0,30.03,6.21,3000.0
28169,62.6,88.0,2.0,30.06,6.21,3000.0
11792,78.8,50.69,4.0,30.03,6.21,4000.0
8933,73.4,78.19,3.0,29.97,6.21,2000.0
4984,75.2,35.94,3.0,30.3,6.21,4500.0
20945,82.4,58.08,3.0,29.94,6.21,4000.0
22333,71.6,60.44,3.0,30.3,6.21,3000.0
26521,66.2,82.74,6.0,30.18,6.21,1700.0
37224,53.6,87.56,0.0,30.3,6.21,3000.0
26623,66.2,82.74,2.0,29.88,6.21,2000.0
22651,82.4,34.69,1.0,30.12,6.21,3000.0
18901,66.2,93.92,0.0,30.06,2.49,1200.0
38476,64.4,82.62,2.0,30.09,6.21,2300.0
14537,59.0,76.98,0.0,29.91,4.97,1600.0
26599,62.6,88.0,4.0,29.91,6.21,1100.0
7038,71.6,68.75,7.0,30.09,5.59,1700.0
3384,62.6,82.5,4.0,30.24,6.21,2000.0
39350,71.6,46.43,4.0,30.0,6.21,4000.0
16291,69.8,64.26,9.0,30.12,6.21,4500.0
30282,57.2,93.69,0.0,30.27,3.73,1300.0
33964,82.4,54.55,10.0,29.97,6.21,3000.0
19355,66.2,93.92,0.0,30.0,6.21,1300.0
27031,69.8,82.98,4.0,29.97,6.21,3000.0
6712,71.6,68.75,15.0,29.7,3.11,2000.0
26399,71.6,94.06,2.0,30.06,4.35,1700.0
32524,77.0,69.33,4.0,30.03,4.35,2500.0
25581,68.0,88.26,1.0,29.97,4.35,4000.0
33922,86.0,40.14,7.0,30.12,6.21,3000.0
10504,84.2,65.95,2.0,29.94,6.21,3000.0
15641,66.2,68.15,8.0,30.15,6.21,2000.0
26845,84.2,54.8,10.0,30.03,6.21,2500.0
33828,87.8,43.07,5.0,29.88,6.21,3500.0
2188,62.6,88.0,2.0,30.06,6.21,2000.0
36203,59.0,93.74,0.0,30.12,1.86,600.0
18439,68.0,93.97,3.0,30.06,3.11,1500.0
3888,60.8,93.79,5.0,30.21,2.49,500.0
2326,73.4,83.21,5.0,30.09,6.21,2000.0
38680,62.6,82.5,5.0,30.3,6.21,1200.0
11928,64.4,88.09,3.0,30.06,6.21,1100.0
16647,69.8,100.0,3.0,29.83,6.21,3000.0
28555,71.6,73.27,9.0,30.12,6.21,4000.0
10384,84.2,62.03,5.0,30.0,6.21,3000.0
28227,68.0,93.97,1.0,30.12,4.35,700.0
34464,71.6,83.09,5.0,29.97,6.21,2300.0
16653,68.0,100.0,1.0,29.8,6.21,1000.0
40120,62.6,93.83,2.0,29.88,6.21,2000.0
40563,64.4,82.62,2.0,29.94,6.21,1200.0
